Age,Gender,City_Size,Marital_Status,Children,Country_of_Origin,Occupation,Education,Income,Hobbies,Personality_Type,Event_Preference
27,Female,Large,Single,No,Poland,Student,Master,3672,"Photography, Traveling, Reading",Extrovert,Educational
33,Female,Medium,Married,Yes,Japan,Developer,PhD,2166,"Cooking, Gaming, Gardening, Photography",Ambivert,Educational
49,Female,Medium,Single,Yes,Spain,Sales,Master,4229,"Traveling, Photography, Dancing, Gaming",Ambivert,Educational
24,Male,Medium,Single,No,France,Chef,Bachelor,1866,"Music, Sports, Gaming",Ambivert,Entertainment
50,Male,Small,Married,No,Poland,Student,Bachelor,4202,"Reading, Sports, Cooking, Dancing",Introvert,Educational
22,Female,Small,Single,No,Spain,Doctor,Secondary,4623,"Art, Traveling",Ambivert,Entertainment
26,Male,Medium,Married,No,Germany,Doctor,Secondary,3453,"Music, Traveling, Photography, Dancing",Introvert,Entertainment
46,Male,Large,Single,Yes,Poland,Artist,Bachelor,2989,"Art, Reading, Music, Gardening",Introvert,Educational
56,Male,Medium,Divorced,No,Spain,Artist,Secondary,3680,"Music, Gaming, Photography, Sports",Extrovert,Entertainment
26,Female,Medium,Married,Yes,Japan,Unemployed,Master,600,"Sports, Gardening",Extrovert,Educational
32,Male,Medium,Single,Yes,Poland,Sales,Secondary,3563,"Art, Sports, Gaming",Extrovert,Entertainment
62,Female,Medium,Divorced,Yes,Canada,Chef,Secondary,3064,"Dancing, Gardening",Ambivert,Entertainment
65,Female,Small,Married,No,United States,Designer,Secondary,3139,"Sports, Reading, Photography",Extrovert,Educational
45,Male,Medium,Single,Yes,United States,Designer,Primary,4048,"Cooking, Photography",Ambivert,Educational
39,Female,Large,Divorced,No,Nigeria,Student,Secondary,3110,"Music, Art",Introvert,Entertainment
34,Female,Large,Single,No,India,Developer,Bachelor,1832,"Dancing, Sports",Ambivert,Entertainment
47,Male,Large,Single,No,United States,Chef,Secondary,3030,"Art, Music",Ambivert,Entertainment
46,Male,Small,Single,Yes,Canada,Teacher,Master,3281,"Traveling, Photography, Music",Ambivert,Educational
32,Female,Medium,Single,No,Brazil,Teacher,Bachelor,3338,"Cooking, Reading, Art",Extrovert,Educational
19,Female,Medium,Married,No,India,Developer,Bachelor,3394,"Gaming, Gardening, Music",Ambivert,Entertainment
25,Female,Small,Married,No,Canada,Unemployed,Bachelor,4447,"Music, Dancing, Reading",Extrovert,Entertainment
64,Male,Small,Divorced,Yes,India,Engineer,Secondary,1897,"Art, Traveling, Sports",Introvert,Educational
38,Male,Large,Single,No,Brazil,Sales,Secondary,3411,"Gardening, Dancing, Art",Ambivert,Entertainment
41,Male,Medium,Single,Yes,Japan,Teacher,Master,4748,"Gardening, Dancing",Extrovert,Entertainment
40,Female,Medium,Single,Yes,Japan,Unemployed,Bachelor,1118,"Traveling, Gardening, Cooking",Ambivert,Educational
55,Female,Small,Single,No,Canada,Sales,Secondary,3416,"Cooking, Art",Extrovert,Entertainment
21,Female,Medium,Divorced,No,India,Engineer,Bachelor,2498,"Dancing, Photography, Music, Art",Ambivert,Entertainment
21,Female,Small,Married,No,Germany,Engineer,Secondary,2755,"Traveling, Gardening, Music",Introvert,Entertainment
31,Male,Small,Married,No,Spain,Designer,Secondary,2114,"Cooking, Traveling, Photography",Ambivert,Educational
41,Female,Medium,Married,Yes,India,Teacher,Secondary,2997,"Cooking, Traveling, Dancing",Ambivert,Entertainment
50,Male,Medium,Single,No,United States,Engineer,Master,5410,"Sports, Music",Introvert,Educational
41,Male,Large,Single,Yes,United States,Doctor,Secondary,1683,"Gardening, Gaming, Dancing, Art",Ambivert,Entertainment
39,Female,Medium,Single,Yes,Canada,Doctor,Bachelor,1796,"Photography, Reading",Introvert,Educational
63,Male,Small,Married,Yes,Poland,Artist,Secondary,1638,"Traveling, Reading, Dancing, Art",Introvert,Educational
25,Male,Small,Single,No,Spain,Designer,Secondary,5273,"Gaming, Dancing, Sports, Cooking",Extrovert,Entertainment
45,Female,Medium,Single,Yes,India,Unemployed,Secondary,2645,"Cooking, Gardening, Traveling, Dancing",Extrovert,Entertainment
44,Female,Small,Married,Yes,Canada,Sales,Bachelor,3169,"Art, Sports, Gaming",Ambivert,Educational
40,Female,Small,Single,No,Nigeria,Student,Master,2717,"Dancing, Gardening",Ambivert,Entertainment
56,Female,Medium,Married,Yes,Nigeria,Chef,Master,2067,"Sports, Music, Reading, Traveling",Ambivert,Educational
30,Male,Small,Single,No,Nigeria,Doctor,Secondary,2918,"Sports, Gaming, Photography, Gardening",Introvert,Educational
63,Male,Medium,Married,Yes,Japan,Chef,Secondary,6150,"Traveling, Dancing",Ambivert,Entertainment
33,Female,Medium,Single,Yes,Canada,Teacher,Secondary,4870,"Sports, Art",Extrovert,Educational
44,Male,Small,Divorced,Yes,France,Student,Master,2176,"Gardening, Reading, Cooking, Gaming",Ambivert,Educational
42,Male,Large,Married,Yes,India,Unemployed,Bachelor,3977,"Cooking, Sports, Music, Traveling",Ambivert,Entertainment
58,Female,Medium,Single,Yes,Spain,Engineer,Master,2202,"Sports, Photography",Introvert,Educational
39,Male,Medium,Married,No,Brazil,Doctor,Secondary,1068,"Music, Gaming",Extrovert,Entertainment
31,Female,Small,Married,No,Germany,Manager,Bachelor,4423,"Traveling, Sports",Introvert,Educational
19,Female,Medium,Married,Yes,Canada,Chef,Bachelor,4592,"Gaming, Photography, Music, Traveling",Ambivert,Entertainment
35,Female,Small,Divorced,Yes,United States,Developer,Bachelor,4455,"Art, Music, Photography, Gardening",Ambivert,Entertainment
57,Male,Medium,Married,Yes,Germany,Engineer,Bachelor,2636,"Gardening, Reading",Ambivert,Educational
18,Male,Small,Single,No,Brazil,Developer,Secondary,3000,"Photography, Gaming, Gardening, Music",Ambivert,Entertainment
61,Female,Large,Single,No,Spain,Designer,Bachelor,4100,"Sports, Traveling",Ambivert,Educational
44,Female,Small,Single,Yes,Poland,Student,PhD,3670,"Cooking, Dancing",Ambivert,Educational
24,Female,Large,Married,Yes,United States,Teacher,Secondary,2728,"Gaming, Photography, Cooking",Introvert,Entertainment
32,Male,Large,Divorced,No,Japan,Engineer,Bachelor,1257,"Music, Photography, Cooking",Extrovert,Entertainment
44,Male,Medium,Married,No,Brazil,Chef,Master,3337,"Sports, Music, Photography, Gardening",Ambivert,Educational
33,Female,Medium,Single,Yes,Spain,Designer,Bachelor,4495,"Traveling, Cooking, Photography",Extrovert,Entertainment
23,Male,Medium,Divorced,Yes,Japan,Sales,Bachelor,1763,"Gardening, Art, Sports",Introvert,Entertainment
49,Male,Large,Married,No,Spain,Designer,Secondary,3967,"Sports, Gaming, Cooking, Gardening",Extrovert,Entertainment
50,Male,Medium,Single,No,Nigeria,Doctor,Master,3598,"Cooking, Sports",Ambivert,Educational
23,Male,Medium,Divorced,No,Spain,Doctor,Master,4100,"Traveling, Cooking, Photography, Gaming",Ambivert,Educational
31,Male,Small,Single,No,Spain,Manager,PhD,4246,"Art, Photography",Introvert,Educational
29,Male,Large,Married,No,Brazil,Unemployed,Secondary,2367,"Gardening, Reading, Art, Sports",Introvert,Educational
49,Female,Small,Married,No,Nigeria,Sales,Master,1260,"Art, Reading, Sports, Gaming",Extrovert,Educational
53,Female,Small,Divorced,Yes,India,Designer,Secondary,2560,"Gaming, Photography",Ambivert,Educational
52,Male,Small,Single,No,Japan,Student,Bachelor,4267,"Gaming, Cooking, Music",Ambivert,Entertainment
63,Female,Medium,Single,Yes,Poland,Artist,Secondary,2550,"Dancing, Gaming, Sports, Art",Ambivert,Entertainment
54,Male,Large,Married,No,Canada,Sales,Secondary,2367,"Dancing, Cooking, Reading",Extrovert,Entertainment
33,Male,Large,Divorced,No,Spain,Designer,Bachelor,1014,"Gaming, Traveling",Ambivert,Entertainment
23,Female,Small,Single,No,France,Doctor,Bachelor,5303,"Traveling, Art",Extrovert,Entertainment
47,Male,Medium,Single,No,India,Manager,PhD,4191,"Music, Reading, Traveling, Cooking",Introvert,Educational
61,Female,Large,Divorced,Yes,Japan,Developer,Secondary,4124,"Cooking, Reading, Dancing",Extrovert,Educational
64,Male,Medium,Married,Yes,India,Artist,Master,4361,"Sports, Music",Ambivert,Educational
29,Male,Small,Single,Yes,India,Teacher,Bachelor,3892,"Cooking, Gaming",Introvert,Entertainment
29,Female,Medium,Single,Yes,Canada,Manager,Secondary,2907,"Dancing, Gaming",Ambivert,Entertainment
19,Male,Medium,Married,Yes,Brazil,Unemployed,Secondary,3003,"Reading, Art",Extrovert,Educational
24,Female,Large,Married,Yes,Nigeria,Manager,Master,2687,"Gaming, Reading, Traveling",Ambivert,Educational
44,Female,Medium,Married,No,Poland,Unemployed,Master,6362,"Reading, Gaming, Traveling, Dancing",Introvert,Educational
44,Male,Small,Married,Yes,Poland,Designer,Primary,3867,"Photography, Art, Sports",Introvert,Educational
35,Male,Medium,Single,No,Spain,Doctor,Bachelor,2643,"Photography, Dancing, Gaming, Art",Ambivert,Entertainment
32,Female,Small,Married,No,Germany,Student,Bachelor,3759,"Music, Dancing",Introvert,Entertainment
57,Female,Large,Single,Yes,Poland,Developer,Bachelor,1987,"Gardening, Gaming, Photography, Sports",Introvert,Entertainment
40,Female,Medium,Divorced,Yes,Nigeria,Developer,Bachelor,5005,"Sports, Gardening, Music, Gaming",Ambivert,Entertainment
56,Female,Small,Single,No,United States,Designer,Master,2407,"Music, Reading, Cooking",Ambivert,Educational
64,Male,Medium,Single,Yes,United States,Engineer,Secondary,3801,"Gardening, Reading, Gaming",Introvert,Educational
33,Female,Small,Single,No,Japan,Teacher,Secondary,4479,"Sports, Music, Cooking",Ambivert,Entertainment
27,Male,Small,Single,Yes,France,Chef,Secondary,3662,"Music, Art, Gardening, Sports",Ambivert,Entertainment
63,Male,Medium,Single,Yes,Brazil,Developer,Master,3313,"Cooking, Dancing, Photography, Reading",Ambivert,Educational
48,Male,Large,Married,No,Spain,Manager,Bachelor,3213,"Art, Reading, Photography, Traveling",Introvert,Educational
31,Female,Large,Divorced,Yes,India,Sales,Secondary,3132,"Gardening, Music, Sports, Gaming",Ambivert,Entertainment
47,Male,Medium,Married,Yes,Nigeria,Developer,Master,2508,"Reading, Gaming, Art",Ambivert,Educational
42,Female,Small,Married,Yes,Spain,Sales,Bachelor,2661,"Cooking, Gaming, Reading, Sports",Ambivert,Educational
61,Female,Medium,Single,Yes,Spain,Sales,Secondary,4976,"Reading, Art, Photography",Introvert,Educational
30,Female,Medium,Married,Yes,Poland,Developer,Primary,3070,"Photography, Gardening",Introvert,Entertainment
65,Male,Small,Single,No,Japan,Artist,Master,2257,"Cooking, Sports",Ambivert,Educational
62,Male,Large,Single,Yes,India,Developer,Bachelor,2580,"Gardening, Music",Introvert,Entertainment
26,Male,Large,Single,No,Nigeria,Designer,Secondary,4520,"Art, Cooking, Traveling",Extrovert,Entertainment
25,Male,Small,Single,No,India,Designer,Secondary,4011,"Gardening, Cooking, Sports",Extrovert,Entertainment
43,Male,Large,Married,No,Brazil,Developer,Secondary,3872,"Traveling, Gardening",Ambivert,Educational
20,Female,Medium,Single,No,India,Manager,Bachelor,2891,"Sports, Gaming",Ambivert,Educational
32,Female,Small,Single,Yes,Germany,Designer,Secondary,3888,"Gaming, Art, Photography",Ambivert,Entertainment
38,Male,Medium,Married,Yes,India,Designer,Secondary,2428,"Cooking, Traveling",Introvert,Educational
64,Male,Small,Single,Yes,Poland,Artist,Secondary,2888,"Reading, Cooking, Photography, Traveling",Ambivert,Educational
65,Female,Small,Married,No,Canada,Sales,PhD,4364,"Photography, Traveling",Extrovert,Educational
25,Male,Large,Single,No,Spain,Designer,Bachelor,4249,"Cooking, Music",Introvert,Entertainment
60,Female,Medium,Divorced,No,Canada,Designer,Secondary,2022,"Dancing, Sports",Ambivert,Entertainment
22,Male,Small,Married,No,United States,Sales,Bachelor,2173,"Sports, Cooking",Ambivert,Entertainment
53,Male,Medium,Single,No,Japan,Teacher,Bachelor,3330,"Gaming, Photography, Reading",Introvert,Educational
58,Male,Large,Divorced,No,Poland,Student,Master,5271,"Cooking, Gardening",Ambivert,Educational
60,Male,Medium,Single,Yes,France,Sales,PhD,901,"Gaming, Cooking, Photography",Extrovert,Educational
28,Male,Large,Single,No,Nigeria,Sales,Bachelor,3534,"Sports, Traveling, Dancing, Cooking",Introvert,Entertainment
60,Female,Large,Married,Yes,Spain,Sales,Bachelor,1549,"Gaming, Music",Introvert,Entertainment
23,Male,Medium,Married,Yes,Poland,Chef,Secondary,2439,"Art, Music",Introvert,Entertainment
42,Male,Medium,Single,Yes,Japan,Artist,Master,2763,"Gardening, Music, Art, Gaming",Extrovert,Entertainment
40,Male,Medium,Single,No,Nigeria,Student,Bachelor,2695,"Gardening, Music",Ambivert,Entertainment
33,Female,Large,Single,No,United States,Engineer,Secondary,2559,"Sports, Cooking",Ambivert,Entertainment
19,Female,Medium,Married,Yes,Spain,Engineer,Bachelor,3209,"Dancing, Gaming, Sports, Photography",Extrovert,Entertainment
55,Male,Small,Divorced,No,Poland,Sales,Secondary,2558,"Traveling, Reading",Extrovert,Educational
34,Female,Small,Single,No,Nigeria,Unemployed,Bachelor,1445,"Art, Dancing, Sports",Introvert,Entertainment
49,Male,Medium,Widowed,Yes,Germany,Engineer,Secondary,4136,"Photography, Gardening, Cooking, Gaming",Extrovert,Educational
37,Female,Large,Single,Yes,Brazil,Designer,Secondary,4103,"Gaming, Gardening",Ambivert,Educational
35,Male,Large,Married,Yes,Canada,Manager,Secondary,4212,"Music, Reading, Traveling",Introvert,Educational
60,Male,Medium,Divorced,No,France,Engineer,Secondary,1351,"Photography, Gaming",Introvert,Educational
22,Female,Small,Married,No,Spain,Manager,Secondary,3559,"Gardening, Photography, Dancing",Ambivert,Entertainment
53,Male,Small,Single,Yes,Nigeria,Designer,Bachelor,4011,"Reading, Gaming, Music",Extrovert,Educational
53,Male,Large,Single,No,India,Developer,Bachelor,1963,"Music, Gaming",Ambivert,Entertainment
36,Male,Medium,Single,No,Japan,Unemployed,Bachelor,3211,"Sports, Reading, Dancing, Cooking",Ambivert,Educational
30,Male,Large,Married,No,Canada,Student,Secondary,3060,"Sports, Cooking, Gaming, Art",Introvert,Entertainment
18,Male,Small,Widowed,Yes,India,Engineer,Master,5411,"Gaming, Art, Sports, Cooking",Introvert,Educational
62,Female,Medium,Single,No,Japan,Unemployed,Master,5509,"Art, Gardening",Extrovert,Educational
63,Female,Large,Single,Yes,France,Engineer,Bachelor,1203,"Photography, Gaming, Traveling, Gardening",Extrovert,Educational
29,Female,Small,Single,No,Spain,Student,Bachelor,6193,"Sports, Dancing, Photography, Cooking",Ambivert,Entertainment
19,Male,Small,Married,No,India,Chef,Master,2102,"Gardening, Dancing, Gaming, Photography",Introvert,Entertainment
23,Male,Medium,Married,Yes,Nigeria,Student,Bachelor,4377,"Music, Reading",Introvert,Educational
21,Male,Medium,Single,Yes,Japan,Engineer,Secondary,4365,"Sports, Traveling, Cooking, Dancing",Extrovert,Entertainment
57,Female,Large,Married,Yes,Japan,Engineer,Bachelor,2005,"Reading, Photography, Gardening, Cooking",Introvert,Educational
60,Male,Large,Single,Yes,India,Student,Secondary,3792,"Music, Reading, Art, Sports",Introvert,Educational
25,Male,Medium,Married,No,Germany,Artist,Master,3071,"Sports, Reading, Cooking, Music",Ambivert,Educational
53,Female,Small,Single,No,Poland,Manager,Bachelor,3865,"Dancing, Sports, Gaming, Gardening",Extrovert,Entertainment
26,Female,Medium,Single,No,Japan,Artist,PhD,3477,"Art, Photography, Dancing, Gaming",Introvert,Entertainment
35,Female,Large,Married,No,Canada,Doctor,Secondary,4636,"Photography, Gaming, Sports, Music",Extrovert,Entertainment
46,Male,Medium,Married,Yes,Poland,Engineer,Bachelor,3290,"Gardening, Photography",Ambivert,Educational
52,Male,Large,Single,Yes,Spain,Doctor,Bachelor,2999,"Music, Sports, Dancing, Gaming",Ambivert,Entertainment
59,Female,Medium,Married,No,India,Unemployed,Master,4515,"Cooking, Dancing, Art, Gardening",Introvert,Educational
20,Female,Small,Married,No,United States,Engineer,Master,3896,"Reading, Gaming, Dancing",Extrovert,Educational
27,Male,Medium,Single,Yes,Canada,Unemployed,Secondary,4078,"Art, Gardening, Cooking, Dancing",Ambivert,Entertainment
31,Female,Medium,Divorced,No,United States,Teacher,PhD,2402,"Reading, Gaming, Sports, Cooking",Extrovert,Educational
32,Male,Small,Divorced,No,Brazil,Developer,PhD,1946,"Traveling, Photography, Gaming, Dancing",Ambivert,Entertainment
65,Female,Medium,Single,No,Spain,Teacher,PhD,2519,"Traveling, Cooking, Art",Extrovert,Educational
55,Female,Medium,Divorced,No,Canada,Unemployed,Bachelor,2455,"Dancing, Sports",Ambivert,Entertainment
33,Female,Small,Married,No,France,Engineer,Master,4143,"Music, Dancing, Reading, Gardening",Ambivert,Entertainment
64,Male,Medium,Single,No,United States,Designer,Secondary,4371,"Music, Traveling, Dancing, Gaming",Introvert,Entertainment
41,Female,Medium,Married,No,Japan,Student,Secondary,3014,"Dancing, Gardening, Photography, Sports",Extrovert,Entertainment
42,Male,Large,Single,No,Nigeria,Manager,Secondary,4917,"Gaming, Dancing, Traveling",Ambivert,Entertainment
38,Female,Medium,Married,No,India,Manager,Bachelor,4842,"Traveling, Sports, Cooking, Dancing",Ambivert,Entertainment
24,Female,Large,Divorced,No,India,Doctor,PhD,3492,"Sports, Dancing",Ambivert,Entertainment
62,Female,Large,Single,No,Poland,Unemployed,Bachelor,2214,"Cooking, Gardening",Extrovert,Entertainment
18,Female,Medium,Married,No,Spain,Student,Bachelor,5090,"Gardening, Sports, Gaming",Ambivert,Entertainment
26,Female,Small,Single,Yes,Nigeria,Sales,Master,3127,"Sports, Reading, Traveling, Gardening",Ambivert,Educational
29,Male,Large,Married,Yes,Canada,Designer,Bachelor,3351,"Art, Dancing, Sports, Cooking",Ambivert,Entertainment
31,Female,Small,Married,No,Japan,Chef,Bachelor,2792,"Gaming, Gardening",Ambivert,Entertainment
24,Male,Large,Single,No,Canada,Artist,Bachelor,2132,"Reading, Cooking, Music, Photography",Ambivert,Entertainment
18,Female,Medium,Married,Yes,France,Engineer,Bachelor,1438,"Art, Traveling, Dancing",Extrovert,Entertainment
50,Female,Medium,Single,No,France,Doctor,Bachelor,3959,"Gardening, Cooking, Traveling",Extrovert,Educational
64,Male,Medium,Married,Yes,Poland,Unemployed,Master,2260,"Music, Dancing, Gardening",Ambivert,Entertainment
23,Male,Medium,Married,Yes,India,Chef,Bachelor,6871,"Dancing, Gardening, Art, Gaming",Introvert,Entertainment
32,Female,Large,Married,No,Japan,Doctor,Bachelor,1897,"Photography, Sports, Dancing, Traveling",Ambivert,Entertainment
42,Female,Small,Single,No,Germany,Chef,Bachelor,1691,"Traveling, Music",Extrovert,Entertainment
62,Male,Large,Married,No,Canada,Unemployed,Master,3812,"Cooking, Reading, Photography",Extrovert,Educational
51,Female,Small,Married,No,Spain,Sales,Bachelor,5035,"Photography, Gardening",Introvert,Entertainment
54,Female,Large,Married,No,India,Manager,Master,3278,"Photography, Gardening",Extrovert,Educational
45,Male,Large,Married,Yes,Germany,Student,Bachelor,3887,"Gardening, Sports, Reading, Traveling",Introvert,Educational
